qty_waste,timestamp,plant_id,depot_id,route_id,qty_waste,qty_waste,temperature_at_check,handling_condition,batch_id,shift,notes,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf
WST_300152,2025-06-16 09:39:40,Shepperton_Plant,Chinhoyi,RT_CHI_02,10,Damaged,20.5,Good,,Night,Routine waste inspection,32,0,0,0
WST_300153,2025-05-18 11:18:10,Shepperton_Plant,Hatcliff,RT_HAT_01,185,Quality Failure,29.7,Good,BATCH_14500,Afternoon,Routine waste inspection,0,0,124,0
WST_300154,2025-06-28 09:54:06,Shepperton_Plant,Chinhoyi,RT_CHI_02,103,Expired Waste,24.3,Rough handling,,Afternoon,Expired before sale,0,0,0,125
WST_300155,2025-06-10 21:17:50,Shepperton_Plant,Bindura,RT_BIN_01,185,Returned Unsold,21.9,Overloaded crates,BATCH_20338,Morning,Issue due to overloaded crates,47,0,26,0
WST_300156,2025-04-25 10:10:26,Shepperton_Plant,Harare,RT_HAR_02,195,Damaged,18.1,Poor stacking,BATCH_25468,Morning,Issue due to poor stacking,0,71,0,0
WST_300157,2025-07-12 07:36:38,Shepperton_Plant,Chegutu,RT_CHE_01,8,Expired Waste,22.5,Delayed offloading,BATCH_12560,Night,Expired before sale,110,0,0,0
WST_300158,2025-04-15 09:58:27,Shepperton_Plant,Murehwa,RT_MUR_01,154,Damaged,23.7,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,112,0
WST_300159,2025-06-14 04:49:22,Shepperton_Plant,Chegutu,RT_CHE_01,133,Expired Waste,21.5,Delayed offloading,,Afternoon,Expired before sale,41,0,12,0
WST_300160,2025-04-11 15:37:21,Shepperton_Plant,Hatcliff,RT_HAT_01,104,Quality Failure,18.8,Good,BATCH_16274,Afternoon,Routine waste inspection,0,0,48,0
WST_300161,2025-01-27 16:23:53,Shepperton_Plant,Chinhoyi,RT_CHI_01,52,Damaged,26.3,Delayed offloading,BATCH_13903,Morning,Issue due to delayed offloading,0,0,0,169
WST_300162,2025-04-05 19:48:54,Shepperton_Plant,Chegutu,RT_CHE_02,156,Damaged,23.8,Good,BATCH_24241,Night,Routine waste inspection,0,43,42,0
WST_300163,2025-06-19 12:54:25,Shepperton_Plant,Harare,RT_HAR_03,108,Quality Failure,31.9,Rough handling,,Morning,Issue due to rough handling,99,0,0,0
WST_300164,2025-01-12 13:38:49,Shepperton_Plant,Murehwa,RT_MUR_01,55,Quality Failure,28.4,Poor stacking,,Night,Issue due to poor stacking,0,0,0,145
WST_300165,2025-07-10 14:39:50,Shepperton_Plant,Mutare,RT_MUT_02,59,Quality Failure,26.8,Overloaded crates,BATCH_15107,Night,Issue due to overloaded crates,78,0,50,0
WST_300166,2025-03-22 20:24:41,Shepperton_Plant,Harare,RT_HAR_02,154,Returned Unsold,22.3,Rough handling,BATCH_11994,Morning,Issue due to rough handling,7,0,2,0
WST_300167,2025-02-26 23:00:07,Shepperton_Plant,Murehwa,RT_MUR_01,20,Returned Unsold,21.8,Poor stacking,,Night,Issue due to poor stacking,0,0,25,20
WST_300168,2025-06-26 22:28:58,Shepperton_Plant,Chegutu,RT_CHE_01,144,Damaged,23.6,Poor stacking,BATCH_27404,Morning,Issue due to poor stacking,0,0,0,222
WST_300169,2025-04-30 03:04:18,Shepperton_Plant,Harare,RT_HAR_01,235,Damaged,27.1,Rough handling,,Night,Issue due to rough handling,37,0,19,0
WST_300170,2025-07-18 19:44:43,Shepperton_Plant,Hatcliff,RT_HAT_01,61,Returned Unsold,28.3,Overloaded crates,BATCH_10783,Night,Issue due to overloaded crates,39,0,17,0
WST_300171,2025-01-29 02:45:51,Shepperton_Plant,Murehwa,RT_MUR_01,218,Expired Waste,25.9,Delayed offloading,BATCH_18842,Afternoon,Expired before sale,9,0,6,0
WST_300172,2025-02-04 21:15:30,Shepperton_Plant,Mutare,RT_MUT_01,6,Damaged,30.3,Rough handling,BATCH_24480,Night,Issue due to rough handling,0,101,71,0
WST_300173,2025-04-03 22:35:12,Shepperton_Plant,Murehwa,RT_MUR_01,79,Returned Unsold,24.7,Poor stacking,BATCH_15426,Night,Issue due to poor stacking,0,25,16,0
WST_300174,2025-06-15 14:26:41,Shepperton_Plant,Hatcliff,RT_HAT_02,109,Returned Unsold,29.9,Delayed offloading,BATCH_20787,Morning,Issue due to delayed offloading,0,0,0,267
WST_300175,2025-01-12 00:16:39,Shepperton_Plant,Harare,RT_HAR_03,237,Quality Failure,25.8,Poor stacking,,Afternoon,Issue due to poor stacking,102,0,0,0
WST_300176,2025-04-05 14:22:01,Shepperton_Plant,Chinhoyi,RT_CHI_02,178,Damaged,27.1,Good,,Afternoon,Routine waste inspection,76,0,0,80
WST_300177,2025-03-09 00:23:53,Shepperton_Plant,Mutare,RT_MUT_02,72,Returned Unsold,31.3,Overloaded crates,,Morning,Issue due to overloaded crates,0,0,0,12
WST_300178,2025-06-23 07:45:28,Shepperton_Plant,Hatcliff,RT_HAT_01,166,Expired Waste,29.6,Overloaded crates,BATCH_14527,Morning,Expired before sale,71,0,0,0
WST_300179,2025-05-31 22:05:22,Shepperton_Plant,Bindura,RT_BIN_01,32,Returned Unsold,18.6,Delayed offloading,,Afternoon,Issue due to delayed offloading,57,0,36,0
WST_300180,2025-06-01 20:54:58,Shepperton_Plant,Chinhoyi,RT_CHI_01,56,Expired Waste,23.1,Rough handling,,Night,Expired before sale,0,57,0,99
WST_300181,2025-07-04 18:33:56,Shepperton_Plant,Hatcliff,RT_HAT_02,78,Damaged,23.0,Good,,Afternoon,Routine waste inspection,43,15,0,0
WST_300182,2025-02-12 16:43:44,Shepperton_Plant,Mutare,RT_MUT_02,93,Quality Failure,24.9,Poor stacking,,Night,Issue due to poor stacking,0,66,0,87
WST_300183,2025-02-04 22:15:21,Shepperton_Plant,Harare,RT_HAR_03,43,Damaged,27.4,Poor stacking,,Night,Issue due to poor stacking,107,25,0,0
WST_300184,2025-05-20 03:33:31,Shepperton_Plant,Chegutu,RT_CHE_02,154,Quality Failure,28.1,Delayed offloading,,Night,Issue due to delayed offloading,0,91,0,0
WST_300185,2025-02-10 11:38:34,Shepperton_Plant,Mutare,RT_MUT_02,60,Expired Waste,19.4,Rough handling,,Afternoon,Expired before sale,0,0,0,270
WST_300186,2025-01-09 06:41:35,Shepperton_Plant,Hatcliff,RT_HAT_02,198,Quality Failure,27.0,Good,BATCH_22824,Night,Routine waste inspection,31,0,0,0
WST_300187,2025-02-16 11:48:19,Shepperton_Plant,Murehwa,RT_MUR_01,97,Damaged,23.0,Rough handling,,Night,Issue due to rough handling,35,10,0,0
WST_300188,2025-07-23 09:54:10,Shepperton_Plant,Chegutu,RT_CHE_02,245,Expired Waste,22.1,Overloaded crates,,Morning,Expired before sale,0,33,0,0
WST_300189,2025-06-01 04:52:10,Shepperton_Plant,Harare,RT_HAR_01,102,Returned Unsold,31.1,Overloaded crates,BATCH_14845,Afternoon,Issue due to overloaded crates,0,20,0,21
WST_300190,2025-07-17 00:04:53,Shepperton_Plant,Chinhoyi,RT_CHI_01,223,Quality Failure,25.0,Overloaded crates,BATCH_19162,Afternoon,Issue due to overloaded crates,0,0,101,0
WST_300191,2025-01-31 13:35:55,Shepperton_Plant,Chegutu,RT_CHE_02,248,Damaged,31.7,Rough handling,BATCH_20268,Afternoon,Issue due to rough handling,82,0,51,0
WST_300192,2025-01-15 21:24:03,Shepperton_Plant,Hatcliff,RT_HAT_02,156,Returned Unsold,26.3,Good,,Afternoon,Routine waste inspection,107,54,0,0
WST_300193,2025-04-19 10:48:17,Shepperton_Plant,Hatcliff,RT_HAT_01,127,Damaged,22.5,Poor stacking,BATCH_14922,Night,Issue due to poor stacking,154,0,73,0
WST_300194,2025-01-20 01:43:44,Shepperton_Plant,Murehwa,RT_MUR_01,66,Damaged,30.3,Overloaded crates,BATCH_13011,Afternoon,Issue due to overloaded crates,0,0,138,129
WST_300195,2025-01-29 14:57:35,Shepperton_Plant,Harare,RT_HAR_03,77,Returned Unsold,21.7,Poor stacking,BATCH_16780,Afternoon,Issue due to poor stacking,91,0,0,0
WST_300196,2025-05-14 05:10:00,Shepperton_Plant,Harare,RT_HAR_02,106,Returned Unsold,25.0,Rough handling,,Night,Issue due to rough handling,141,0,0,0
WST_300197,2025-02-12 12:04:37,Shepperton_Plant,Bindura,RT_BIN_01,182,Quality Failure,28.8,Rough handling,BATCH_12447,Morning,Issue due to rough handling,126,0,50,0
WST_300198,2025-07-09 12:30:01,Shepperton_Plant,Mutare,RT_MUT_01,41,Returned Unsold,25.4,Poor stacking,BATCH_23200,Afternoon,Issue due to poor stacking,0,63,59,0
WST_300199,2025-05-22 19:44:24,Shepperton_Plant,Hatcliff,RT_HAT_02,168,Expired Waste,21.6,Rough handling,BATCH_21363,Night,Expired before sale,63,38,0,0
WST_300200,2025-05-04 11:43:55,Shepperton_Plant,Hatcliff,RT_HAT_02,95,Returned Unsold,24.3,Rough handling,BATCH_15001,Morning,Issue due to rough handling,0,90,0,0
WST_300201,2025-03-11 07:21:39,Shepperton_Plant,Harare,RT_HAR_03,216,Damaged,31.8,Good,BATCH_17238,Afternoon,Routine waste inspection,48,21,0,0
WST_300202,2025-01-06 18:34:23,Shepperton_Plant,Chinhoyi,RT_CHI_02,93,Expired Waste,18.8,Rough handling,BATCH_28346,Afternoon,Expired before sale,0,0,0,276
WST_300203,2025-03-17 10:59:45,Shepperton_Plant,Murehwa,RT_MUR_01,36,Quality Failure,27.9,Good,,Afternoon,Routine waste inspection,14,0,0,0
WST_300204,2025-04-12 23:06:49,Shepperton_Plant,Harare,RT_HAR_03,216,Quality Failure,21.9,Poor stacking,BATCH_29968,Night,Issue due to poor stacking,0,89,0,94
WST_300205,2025-02-27 18:05:04,Shepperton_Plant,Bindura,RT_BIN_01,15,Damaged,31.9,Rough handling,BATCH_22329,Afternoon,Issue due to rough handling,0,6,0,0
WST_300206,2025-05-30 13:47:54,Shepperton_Plant,Harare,RT_HAR_02,200,Damaged,23.5,Overloaded crates,,Morning,Issue due to overloaded crates,0,0,2,0
WST_300207,2025-03-31 04:10:25,Shepperton_Plant,Bindura,RT_BIN_01,105,Damaged,26.5,Poor stacking,,Afternoon,Issue due to poor stacking,98,50,0,0
WST_300208,2025-05-27 10:51:12,Shepperton_Plant,Bindura,RT_BIN_01,201,Damaged,20.2,Rough handling,,Afternoon,Issue due to rough handling,0,99,0,0
WST_300209,2025-05-08 08:08:29,Shepperton_Plant,Bindura,RT_BIN_01,36,Damaged,23.0,Delayed offloading,BATCH_12226,Night,Issue due to delayed offloading,0,94,0,0
WST_300210,2025-02-22 01:42:45,Shepperton_Plant,Murehwa,RT_MUR_01,10,Quality Failure,25.9,Good,,Afternoon,Routine waste inspection,148,0,57,0
WST_300211,2025-02-10 11:37:39,Shepperton_Plant,Hatcliff,RT_HAT_02,142,Damaged,24.9,Delayed offloading,,Night,Issue due to delayed offloading,66,0,0,0
WST_300212,2025-04-16 12:14:35,Shepperton_Plant,Chinhoyi,RT_CHI_02,146,Quality Failure,19.8,Rough handling,BATCH_27480,Night,Issue due to rough handling,0,83,73,0
WST_300213,2025-04-15 21:05:55,Shepperton_Plant,Hatcliff,RT_HAT_01,43,Quality Failure,31.3,Poor stacking,,Afternoon,Issue due to poor stacking,156,34,0,0
WST_300214,2025-01-29 12:13:28,Shepperton_Plant,Bindura,RT_BIN_01,242,Damaged,30.8,Delayed offloading,,Night,Issue due to delayed offloading,53,0,0,37
WST_300215,2025-07-09 10:44:58,Shepperton_Plant,Mutare,RT_MUT_01,245,Quality Failure,19.3,Delayed offloading,BATCH_29099,Afternoon,Issue due to delayed offloading,0,0,2,0
WST_300216,2025-03-25 12:16:49,Shepperton_Plant,Harare,RT_HAR_01,35,Quality Failure,27.0,Overloaded crates,,Afternoon,Issue due to overloaded crates,149,42,0,0
WST_300217,2025-03-02 05:11:02,Shepperton_Plant,Mutare,RT_MUT_02,229,Returned Unsold,19.0,Overloaded crates,BATCH_15517,Night,Issue due to overloaded crates,0,34,0,47
WST_300218,2025-01-18 22:23:40,Shepperton_Plant,Murehwa,RT_MUR_01,246,Damaged,27.1,Delayed offloading,,Night,Issue due to delayed offloading,47,0,0,53
WST_300219,2025-07-28 17:57:20,Shepperton_Plant,Mutare,RT_MUT_02,88,Returned Unsold,26.2,Overloaded crates,BATCH_22948,Afternoon,Issue due to overloaded crates,85,27,0,0
WST_300220,2025-06-20 22:44:12,Shepperton_Plant,Mutare,RT_MUT_01,86,Quality Failure,25.9,Overloaded crates,BATCH_21230,Morning,Issue due to overloaded crates,0,100,0,0
WST_300221,2025-06-25 10:47:10,Shepperton_Plant,Hatcliff,RT_HAT_01,202,Expired Waste,31.5,Good,BATCH_21944,Afternoon,Expired before sale,0,0,10,0
WST_300222,2025-07-09 16:13:39,Shepperton_Plant,Hatcliff,RT_HAT_01,30,Returned Unsold,29.2,Poor stacking,BATCH_16994,Night,Issue due to poor stacking,29,0,0,43
WST_300223,2025-05-24 06:49:49,Shepperton_Plant,Hatcliff,RT_HAT_01,43,Returned Unsold,31.6,Overloaded crates,BATCH_13897,Night,Issue due to overloaded crates,0,0,0,127
WST_300224,2025-06-22 19:21:53,Shepperton_Plant,Chinhoyi,RT_CHI_01,111,Damaged,31.8,Poor stacking,,Morning,Issue due to poor stacking,62,0,23,0
WST_300225,2025-07-12 00:10:01,Shepperton_Plant,Chegutu,RT_CHE_02,142,Quality Failure,19.7,Delayed offloading,BATCH_29779,Night,Issue due to delayed offloading,0,58,0,117
WST_300226,2025-04-30 18:19:38,Shepperton_Plant,Hatcliff,RT_HAT_01,59,Expired Waste,21.5,Delayed offloading,,Morning,Expired before sale,0,0,102,0
WST_300227,2025-06-29 11:03:13,Shepperton_Plant,Harare,RT_HAR_01,208,Quality Failure,27.0,Overloaded crates,BATCH_12330,Night,Issue due to overloaded crates,0,0,66,0
WST_300228,2025-06-11 07:53:30,Shepperton_Plant,Mutare,RT_MUT_01,92,Quality Failure,31.7,Good,BATCH_21208,Morning,Routine waste inspection,0,111,0,174
WST_300229,2025-07-06 00:35:52,Shepperton_Plant,Hatcliff,RT_HAT_02,227,Expired Waste,23.6,Delayed offloading,,Afternoon,Expired before sale,21,0,0,29
WST_300230,2025-05-29 13:04:23,Shepperton_Plant,Hatcliff,RT_HAT_02,110,Expired Waste,27.9,Poor stacking,BATCH_12850,Morning,Expired before sale,0,0,63,66
WST_300231,2025-05-15 04:30:36,Shepperton_Plant,Harare,RT_HAR_03,244,Expired Waste,19.5,Overloaded crates,,Morning,Expired before sale,0,0,0,95
WST_300232,2025-04-08 09:33:44,Shepperton_Plant,Bindura,RT_BIN_01,26,Returned Unsold,21.9,Good,,Morning,Routine waste inspection,143,0,77,0
WST_300233,2025-06-17 08:40:21,Shepperton_Plant,Hatcliff,RT_HAT_01,174,Returned Unsold,23.8,Rough handling,,Night,Issue due to rough handling,112,29,0,0
WST_300234,2025-01-12 13:51:34,Shepperton_Plant,Hatcliff,RT_HAT_01,92,Damaged,28.1,Overloaded crates,,Morning,Issue due to overloaded crates,0,121,0,0
WST_300235,2025-07-18 13:54:45,Shepperton_Plant,Chinhoyi,RT_CHI_02,17,Returned Unsold,23.9,Delayed offloading,BATCH_22652,Morning,Issue due to delayed offloading,0,0,55,54
WST_300236,2025-01-01 07:21:45,Shepperton_Plant,Murehwa,RT_MUR_01,39,Expired Waste,26.2,Poor stacking,BATCH_23845,Night,Expired before sale,0,0,153,109
WST_300237,2025-01-23 17:02:45,Shepperton_Plant,Harare,RT_HAR_03,185,Damaged,23.0,Rough handling,BATCH_10860,Afternoon,Issue due to rough handling,0,6,0,0
WST_300238,2025-07-24 07:40:47,Shepperton_Plant,Chinhoyi,RT_CHI_01,65,Quality Failure,24.6,Overloaded crates,BATCH_13468,Morning,Issue due to overloaded crates,0,0,0,67
WST_300239,2025-04-30 06:40:51,Shepperton_Plant,Mutare,RT_MUT_01,64,Returned Unsold,28.1,Poor stacking,,Afternoon,Issue due to poor stacking,0,92,0,0
WST_300240,2025-01-03 04:51:25,Shepperton_Plant,Chegutu,RT_CHE_02,11,Damaged,20.6,Delayed offloading,,Morning,Issue due to delayed offloading,0,0,0,187
WST_300241,2025-07-15 14:14:02,Shepperton_Plant,Bindura,RT_BIN_01,151,Expired Waste,29.2,Delayed offloading,BATCH_15250,Morning,Expired before sale,0,64,0,106
WST_300242,2025-01-31 17:46:11,Shepperton_Plant,Murehwa,RT_MUR_01,198,Returned Unsold,26.9,Poor stacking,,Morning,Issue due to poor stacking,58,0,0,83
WST_300243,2025-01-24 00:46:08,Shepperton_Plant,Harare,RT_HAR_01,54,Returned Unsold,25.8,Delayed offloading,BATCH_24707,Night,Issue due to delayed offloading,11,0,0,0
WST_300244,2025-04-10 16:51:35,Shepperton_Plant,Hatcliff,RT_HAT_01,74,Damaged,30.3,Good,,Afternoon,Routine waste inspection,0,43,0,52
WST_300245,2025-07-12 12:50:15,Shepperton_Plant,Chinhoyi,RT_CHI_02,201,Quality Failure,31.9,Rough handling,,Morning,Issue due to rough handling,0,0,78,55
WST_300246,2025-06-08 01:36:45,Shepperton_Plant,Mutare,RT_MUT_02,80,Returned Unsold,20.5,Overloaded crates,BATCH_27497,Morning,Issue due to overloaded crates,0,0,74,0
WST_300247,2025-04-24 15:29:28,Shepperton_Plant,Murehwa,RT_MUR_01,111,Damaged,25.9,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,18,0,35
WST_300248,2025-04-11 13:52:52,Shepperton_Plant,Chinhoyi,RT_CHI_02,248,Returned Unsold,31.2,Overloaded crates,BATCH_19121,Afternoon,Issue due to overloaded crates,0,0,0,83
WST_300249,2025-05-20 02:55:16,Shepperton_Plant,Chegutu,RT_CHE_02,84,Expired Waste,29.9,Delayed offloading,BATCH_14460,Afternoon,Expired before sale,0,0,14,0
WST_300250,2025-03-17 09:00:40,Shepperton_Plant,Hatcliff,RT_HAT_02,168,Returned Unsold,27.0,Good,BATCH_15324,Night,Routine waste inspection,0,75,0,0
WST_300251,2025-01-26 03:45:13,Shepperton_Plant,Mutare,RT_MUT_02,237,Expired Waste,21.9,Rough handling,BATCH_27472,Afternoon,Expired before sale,0,76,0,109
WST_300252,2025-07-11 23:30:47,Shepperton_Plant,Chinhoyi,RT_CHI_01,200,Damaged,29.7,Good,,Morning,Routine waste inspection,106,0,52,0
WST_300253,2025-04-25 17:05:42,Shepperton_Plant,Mutare,RT_MUT_02,233,Expired Waste,21.4,Delayed offloading,BATCH_14912,Morning,Expired before sale,0,0,65,63
WST_300254,2025-01-03 00:29:48,Shepperton_Plant,Chinhoyi,RT_CHI_01,69,Quality Failure,20.8,Poor stacking,BATCH_27560,Night,Issue due to poor stacking,0,0,87,84
WST_300255,2025-01-23 08:18:39,Shepperton_Plant,Chinhoyi,RT_CHI_01,60,Quality Failure,19.8,Poor stacking,BATCH_23808,Morning,Issue due to poor stacking,128,75,0,0
WST_300256,2025-01-23 09:42:52,Shepperton_Plant,Murehwa,RT_MUR_01,117,Expired Waste,31.8,Good,BATCH_20385,Afternoon,Expired before sale,100,0,79,0
WST_300257,2025-01-21 06:21:06,Shepperton_Plant,Chinhoyi,RT_CHI_02,12,Expired Waste,19.1,Rough handling,BATCH_11160,Night,Expired before sale,0,126,0,142
WST_300258,2025-03-15 00:07:56,Shepperton_Plant,Mutare,RT_MUT_02,93,Expired Waste,20.4,Good,,Afternoon,Expired before sale,0,0,117,0
WST_300259,2025-03-04 10:59:24,Shepperton_Plant,Bindura,RT_BIN_01,126,Damaged,21.4,Rough handling,BATCH_21073,Night,Issue due to rough handling,0,54,0,66
WST_300260,2025-01-05 20:41:31,Shepperton_Plant,Harare,RT_HAR_03,112,Expired Waste,21.5,Rough handling,BATCH_14829,Afternoon,Expired before sale,15,0,5,0
WST_300261,2025-03-21 09:36:24,Shepperton_Plant,Murehwa,RT_MUR_01,54,Damaged,25.5,Rough handling,,Afternoon,Issue due to rough handling,0,0,0,30
WST_300262,2025-05-09 22:21:35,Shepperton_Plant,Hatcliff,RT_HAT_01,177,Damaged,29.8,Good,BATCH_11064,Night,Routine waste inspection,0,61,0,0
WST_300263,2025-01-22 23:04:25,Shepperton_Plant,Hatcliff,RT_HAT_01,98,Quality Failure,20.0,Delayed offloading,BATCH_17886,Morning,Issue due to delayed offloading,80,31,0,0
WST_300264,2025-01-26 08:57:51,Shepperton_Plant,Bindura,RT_BIN_01,228,Damaged,30.4,Overloaded crates,BATCH_11215,Morning,Issue due to overloaded crates,153,0,0,0
WST_300265,2025-07-12 16:58:46,Shepperton_Plant,Hatcliff,RT_HAT_02,181,Expired Waste,19.4,Rough handling,BATCH_21727,Night,Expired before sale,157,0,0,0
WST_300266,2025-05-15 05:51:49,Shepperton_Plant,Murehwa,RT_MUR_01,58,Returned Unsold,21.9,Good,,Afternoon,Routine waste inspection,0,0,129,0
WST_300267,2025-04-07 20:53:17,Shepperton_Plant,Murehwa,RT_MUR_01,130,Expired Waste,20.4,Delayed offloading,,Morning,Expired before sale,0,13,0,0
WST_300268,2025-06-01 04:09:18,Shepperton_Plant,Mutare,RT_MUT_01,150,Quality Failure,27.4,Good,,Morning,Routine waste inspection,0,0,0,223
WST_300269,2025-04-24 16:21:30,Shepperton_Plant,Chegutu,RT_CHE_02,21,Quality Failure,20.6,Poor stacking,BATCH_23734,Morning,Issue due to poor stacking,0,0,140,0
WST_300270,2025-07-03 03:25:21,Shepperton_Plant,Chinhoyi,RT_CHI_02,13,Damaged,18.1,Overloaded crates,BATCH_28699,Afternoon,Issue due to overloaded crates,116,0,77,0
WST_300271,2025-03-26 04:27:48,Shepperton_Plant,Murehwa,RT_MUR_01,91,Quality Failure,31.8,Overloaded crates,BATCH_24350,Morning,Issue due to overloaded crates,0,65,0,0
WST_300272,2025-05-06 22:06:07,Shepperton_Plant,Harare,RT_HAR_02,107,Expired Waste,29.9,Poor stacking,,Afternoon,Expired before sale,14,3,0,0
WST_300273,2025-03-14 04:59:55,Shepperton_Plant,Hatcliff,RT_HAT_01,68,Expired Waste,28.0,Good,,Night,Expired before sale,24,0,0,0
WST_300274,2025-04-28 21:57:03,Shepperton_Plant,Chinhoyi,RT_CHI_01,104,Quality Failure,29.6,Good,,Morning,Routine waste inspection,117,0,0,151
WST_300275,2025-01-14 03:34:38,Shepperton_Plant,Mutare,RT_MUT_01,96,Expired Waste,20.1,Rough handling,BATCH_18184,Night,Expired before sale,0,0,112,131
WST_300276,2025-05-06 14:13:44,Shepperton_Plant,Murehwa,RT_MUR_01,208,Returned Unsold,22.6,Good,BATCH_10172,Morning,Routine waste inspection,0,0,111,122
WST_300277,2025-03-08 13:06:33,Shepperton_Plant,Chegutu,RT_CHE_01,225,Damaged,27.7,Poor stacking,BATCH_28874,Night,Issue due to poor stacking,38,0,0,33
WST_300278,2025-06-23 09:24:57,Shepperton_Plant,Mutare,RT_MUT_02,14,Quality Failure,25.7,Rough handling,BATCH_22292,Afternoon,Issue due to rough handling,54,0,0,0
WST_300279,2025-04-14 02:30:45,Shepperton_Plant,Harare,RT_HAR_01,93,Damaged,26.2,Rough handling,,Afternoon,Issue due to rough handling,0,41,0,0
WST_300280,2025-06-28 06:58:22,Shepperton_Plant,Chinhoyi,RT_CHI_02,174,Quality Failure,24.5,Good,BATCH_14136,Morning,Routine waste inspection,42,0,32,0
WST_300281,2025-07-18 13:26:11,Shepperton_Plant,Mutare,RT_MUT_02,249,Damaged,20.8,Good,BATCH_23753,Afternoon,Routine waste inspection,5,0,2,0
WST_300282,2025-03-24 02:25:36,Shepperton_Plant,Murehwa,RT_MUR_01,47,Quality Failure,19.3,Rough handling,BATCH_23228,Morning,Issue due to rough handling,104,0,63,0
WST_300283,2025-03-10 18:44:14,Shepperton_Plant,Harare,RT_HAR_03,146,Damaged,18.6,Good,BATCH_27887,Afternoon,Routine waste inspection,0,104,71,0
WST_300284,2025-07-07 00:59:22,Shepperton_Plant,Harare,RT_HAR_02,159,Damaged,20.1,Overloaded crates,,Afternoon,Issue due to overloaded crates,158,0,67,0
WST_300285,2025-03-21 06:33:41,Shepperton_Plant,Mutare,RT_MUT_02,93,Damaged,30.5,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,0,0,191
WST_300286,2025-01-01 05:19:16,Shepperton_Plant,Chegutu,RT_CHE_02,220,Returned Unsold,31.1,Overloaded crates,,Night,Issue due to overloaded crates,0,91,0,148
WST_300287,2025-07-03 05:16:00,Shepperton_Plant,Hatcliff,RT_HAT_02,22,Damaged,26.9,Good,BATCH_14880,Night,Routine waste inspection,33,0,0,0
WST_300288,2025-07-05 04:15:46,Shepperton_Plant,Hatcliff,RT_HAT_02,85,Quality Failure,25.1,Poor stacking,,Morning,Issue due to poor stacking,0,86,105,0
WST_300289,2025-01-30 14:37:11,Shepperton_Plant,Chegutu,RT_CHE_02,151,Returned Unsold,19.3,Good,,Afternoon,Routine waste inspection,0,0,62,65
WST_300290,2025-07-05 12:21:17,Shepperton_Plant,Murehwa,RT_MUR_01,39,Expired Waste,30.7,Rough handling,BATCH_11989,Afternoon,Expired before sale,97,0,0,0
WST_300291,2025-04-17 19:34:39,Shepperton_Plant,Hatcliff,RT_HAT_01,167,Damaged,26.3,Poor stacking,,Morning,Issue due to poor stacking,0,74,0,0
