record_id,timestamp,plant_id,depot_id,route_id,store_id,sku,balance_before,balance_after,quantity_moved,movement_type,reason_code,expiry_date
INV_2000178,2025-02-04 21:00:00,Shepperton_Plant,Murehwa,,STORE_020,Whole grain loaf,2952,2910,-42,sale,Sale,2025-02-18
INV_2000179,2025-02-06 01:00:00,Shepperton_Plant,Chinhoyi,,STORE_011,Whole grain loaf,3769,3736,-33,sale,Sale,2025-01-10
INV_2000180,2025-01-24 02:00:00,Shepperton_Plant,Bindura,,STORE_078,Low GI Seed loaf,2748,2729,-19,sale,Sale,2025-02-03
INV_2000181,2025-02-11 22:00:00,Shepperton_Plant,Chegutu,,STORE_082,Low GI Seed loaf,2598,2563,-35,sale,Sale,2025-01-09
INV_2000182,2025-03-02 03:00:00,Shepperton_Plant,Chinhoyi,,STORE_021,Soft white,2783,2776,-7,sale,Sale,2025-05-31
INV_2000183,2025-05-20 01:00:00,Shepperton_Plant,Hatcliff,,STORE_075,High Energy Brown,2357,2323,-34,sale,Sale,2025-05-22
INV_2000184,2025-03-17 18:00:00,Shepperton_Plant,Murehwa,,STORE_108,Soft white,3373,3323,-50,sale,Sale,2025-01-19
INV_2000185,2025-07-27 06:00:00,Shepperton_Plant,Chegutu,,STORE_092,Whole grain loaf,2461,2445,-16,sale,Sale,2025-03-10
INV_2000186,2025-05-11 02:00:00,Shepperton_Plant,Chegutu,RT_HAR_03,STORE_074,Soft white,2690,2019,-671,dispatch,Dispatch to depot,2025-05-14
INV_2000187,2025-03-19 13:00:00,Shepperton_Plant,Harare,,STORE_021,Low GI Seed loaf,3128,3068,-60,sale,Sale,2025-06-25
INV_2000188,2025-07-13 06:00:00,Shepperton_Plant,Chinhoyi,,STORE_104,Low GI Seed loaf,1471,1411,-60,sale,Sale,2025-04-28
INV_2000189,2025-02-01 04:00:00,Shepperton_Plant,Harare,RT_HAT_01,STORE_041,High Energy Brown,935,-483,-1418,dispatch,Dispatch to depot,2025-02-25
INV_2000190,2025-02-22 17:00:00,Shepperton_Plant,Harare,,STORE_149,Soft white,2710,2660,-50,sale,Sale,2025-01-30
INV_2000191,2025-07-06 05:00:00,Shepperton_Plant,Chinhoyi,,STORE_009,Whole grain loaf,2289,2250,-39,sale,Sale,2025-04-15
INV_2000192,2025-04-07 23:00:00,Shepperton_Plant,Hatcliff,RT_CHI_01,STORE_049,Low GI Seed loaf,3975,3010,-965,dispatch,Dispatch to depot,2025-01-28
INV_2000193,2025-06-04 08:00:00,Shepperton_Plant,Hatcliff,,STORE_071,High Energy Brown,1392,1363,-29,sale,Sale,2025-07-08
INV_2000194,2025-07-14 02:00:00,Shepperton_Plant,Harare,,STORE_185,Whole grain loaf,2540,2517,-23,sale,Sale,2025-06-15
INV_2000195,2025-04-06 17:00:00,Shepperton_Plant,Murehwa,,STORE_166,Whole grain loaf,3993,3934,-59,sale,Sale,2025-02-04
INV_2000196,2025-07-12 13:00:00,Shepperton_Plant,Mutare,,STORE_177,Whole grain loaf,1441,1386,-55,sale,Sale,2025-06-03
INV_2000197,2025-04-13 03:00:00,Shepperton_Plant,Murehwa,,STORE_124,High Energy Brown,992,983,-9,sale,Sale,2025-01-05
INV_2000198,2025-01-19 19:00:00,Shepperton_Plant,Mutare,,STORE_100,Whole grain loaf,3954,3905,-49,sale,Sale,2025-01-16
INV_2000199,2025-02-02 08:00:00,Shepperton_Plant,Bindura,,STORE_147,Low GI Seed loaf,2643,2619,-24,sale,Sale,2025-05-05
INV_2000200,2025-07-18 10:00:00,Shepperton_Plant,Mutare,,STORE_042,High Energy Brown,3214,3165,-49,sale,Sale,2025-01-07
INV_2000201,2025-07-22 10:00:00,Shepperton_Plant,Hatcliff,,STORE_117,Soft white,2994,2948,-46,sale,Sale,2025-05-11
INV_2000202,2025-06-22 20:00:00,Shepperton_Plant,Murehwa,,STORE_114,Whole grain loaf,3582,3564,-18,sale,Sale,2025-05-18
INV_2000203,2025-02-10 18:00:00,Shepperton_Plant,Mutare,RT_BIN_01,STORE_154,Low GI Seed loaf,3538,3555,17,return_from_store,Return from store,2025-01-18
INV_2000204,2025-06-25 17:00:00,Shepperton_Plant,Murehwa,RT_CHE_01,STORE_040,Soft white,1048,-39,-1087,dispatch,Dispatch to store,2025-03-20
INV_2000205,2025-03-21 19:00:00,Shepperton_Plant,Bindura,,STORE_137,Whole grain loaf,3299,3257,-42,sale,Sale,2025-01-25
INV_2000206,2025-05-16 02:00:00,Shepperton_Plant,Harare,,STORE_110,Low GI Seed loaf,2429,2337,-92,waste,Damaged,2025-03-27
INV_2000207,2025-01-10 22:00:00,Shepperton_Plant,Mutare,RT_MUT_02,STORE_098,High Energy Brown,3446,1899,-1547,dispatch,Dispatch to store,2025-03-02
INV_2000208,2025-07-12 18:00:00,Shepperton_Plant,Murehwa,,STORE_049,Soft white,2126,1967,-159,waste,Damaged,2025-08-01
INV_2000209,2025-04-22 10:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_126,High Energy Brown,3270,3283,13,return_from_store,Return from store,2025-04-20
INV_2000210,2025-07-22 16:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_050,Low GI Seed loaf,824,-360,-1184,dispatch,Dispatch to store,2025-05-09
INV_2000211,2025-06-09 23:00:00,Shepperton_Plant,Bindura,,STORE_042,Whole grain loaf,3861,3846,-15,sale,Sale,2025-04-08
INV_2000212,2025-07-08 12:00:00,Shepperton_Plant,Mutare,,STORE_163,Whole grain loaf,3905,3879,-26,sale,Sale,2025-06-17
INV_2000213,2025-03-14 01:00:00,Shepperton_Plant,Harare,RT_CHE_01,STORE_044,Soft white,2159,466,-1693,dispatch,Dispatch to store,2025-05-19
INV_2000214,2025-02-18 12:00:00,Shepperton_Plant,Murehwa,,STORE_198,High Energy Brown,2231,2189,-42,sale,Sale,2025-03-29
INV_2000215,2025-03-03 15:00:00,Shepperton_Plant,Bindura,,STORE_105,Soft white,2887,2835,-52,sale,Sale,2025-06-08
INV_2000216,2025-04-20 14:00:00,Shepperton_Plant,Harare,,STORE_088,High Energy Brown,1657,1635,-22,sale,Sale,2025-07-26
INV_2000217,2025-03-22 10:00:00,Shepperton_Plant,Bindura,,STORE_105,Soft white,2835,2787,-48,sale,Sale,2025-07-01
INV_2000218,2025-06-18 02:00:00,Shepperton_Plant,Hatcliff,,STORE_149,Soft white,3893,3833,-60,sale,Sale,2025-03-17
INV_2000219,2025-05-20 20:00:00,Shepperton_Plant,Chinhoyi,,STORE_078,Soft white,3736,3728,-8,sale,Sale,2025-03-11
INV_2000220,2025-04-03 06:00:00,Shepperton_Plant,Harare,,STORE_016,High Energy Brown,3911,3782,-129,stock_adjustment,Manual Correction,2025-05-03
INV_2000221,2025-03-06 12:00:00,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_063,Soft white,2636,2743,107,return_from_store,Return from store,2025-01-04
INV_2000222,2025-05-12 07:00:00,Shepperton_Plant,Mutare,,STORE_169,Soft white,1141,1942,801,production,Baked Output,2025-07-11
INV_2000223,2025-07-13 09:00:00,Shepperton_Plant,Mutare,RT_HAR_03,STORE_144,Soft white,2468,1494,-974,dispatch,Dispatch to depot,2025-05-13
INV_2000224,2025-02-04 12:00:00,Shepperton_Plant,Harare,,STORE_013,Soft white,2444,2408,-36,sale,Sale,2025-05-22
INV_2000225,2025-07-10 20:00:00,Shepperton_Plant,Bindura,,STORE_105,Soft white,2787,2753,-34,sale,Sale,2025-01-09
INV_2000226,2025-07-11 15:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_064,Whole grain loaf,1829,1004,-825,dispatch,Dispatch to store,2025-01-10
INV_2000227,2025-01-22 08:00:00,Shepperton_Plant,Chegutu,,STORE_035,Soft white,3340,6269,2929,production,Baked Output,2025-05-21
INV_2000228,2025-06-05 19:00:00,Shepperton_Plant,Murehwa,,STORE_165,Whole grain loaf,2347,2302,-45,sale,Sale,2025-05-10
INV_2000229,2025-07-20 12:00:00,Shepperton_Plant,Murehwa,RT_HAR_03,STORE_096,Low GI Seed loaf,1258,1323,65,return_from_store,Return from store,2025-07-28
INV_2000230,2025-07-11 00:00:00,Shepperton_Plant,Chinhoyi,,STORE_077,Whole grain loaf,2292,2237,-55,sale,Sale,2025-01-07
INV_2000231,2025-02-14 17:00:00,Shepperton_Plant,Mutare,RT_MUT_01,STORE_097,Whole grain loaf,3190,1558,-1632,dispatch,Dispatch to depot,2025-05-21
INV_2000232,2025-03-06 23:00:00,Shepperton_Plant,Mutare,,STORE_002,Whole grain loaf,1344,1464,120,stock_adjustment,Manual Correction,2025-05-04
INV_2000233,2025-05-17 21:00:00,Shepperton_Plant,Murehwa,,STORE_176,High Energy Brown,2601,2577,-24,sale,Sale,2025-07-31
INV_2000234,2025-07-06 01:00:00,Shepperton_Plant,Harare,,STORE_006,Soft white,1801,1774,-27,sale,Sale,2025-07-22
INV_2000235,2025-02-01 03:00:00,Shepperton_Plant,Mutare,,STORE_169,High Energy Brown,3274,3228,-46,waste,Expired Waste,2025-05-20
INV_2000236,2025-06-10 01:00:00,Shepperton_Plant,Bindura,,STORE_056,Whole grain loaf,2539,5295,2756,production,Baked Output,2025-04-22
INV_2000237,2025-03-20 16:00:00,Shepperton_Plant,Murehwa,,STORE_123,Soft white,2560,2535,-25,sale,Sale,2025-05-15
INV_2000238,2025-01-22 08:00:00,Shepperton_Plant,Harare,RT_HAT_02,STORE_132,Whole grain loaf,2325,2379,54,return_from_store,Return from store,2025-04-02
INV_2000239,2025-04-05 21:00:00,Shepperton_Plant,Chinhoyi,,STORE_144,High Energy Brown,3557,3507,-50,sale,Sale,2025-07-30
INV_2000240,2025-04-10 12:00:00,Shepperton_Plant,Hatcliff,,STORE_032,Low GI Seed loaf,3317,3279,-38,sale,Sale,2025-05-26
INV_2000241,2025-03-05 20:00:00,Shepperton_Plant,Hatcliff,RT_CHI_01,STORE_087,Low GI Seed loaf,3352,2466,-886,dispatch,Dispatch to depot,2025-07-08
INV_2000242,2025-05-09 03:00:00,Shepperton_Plant,Harare,,STORE_128,Whole grain loaf,1864,1809,-55,sale,Sale,2025-03-14
INV_2000243,2025-04-04 10:00:00,Shepperton_Plant,Chinhoyi,,STORE_117,High Energy Brown,3960,3924,-36,sale,Sale,2025-03-15
INV_2000244,2025-05-24 06:00:00,Shepperton_Plant,Harare,,STORE_018,Low GI Seed loaf,3511,5946,2435,production,Baked Output,2025-05-01
INV_2000245,2025-02-26 01:00:00,Shepperton_Plant,Chegutu,,STORE_121,Soft white,6512,6465,-47,waste,Expired Waste,2025-03-21
INV_2000246,2025-01-05 16:00:00,Shepperton_Plant,Hatcliff,,STORE_011,High Energy Brown,3611,3577,-34,sale,Sale,2025-06-20
INV_2000247,2025-03-19 11:00:00,Shepperton_Plant,Mutare,,STORE_181,Low GI Seed loaf,1292,1242,-50,sale,Sale,2025-06-22
INV_2000248,2025-01-04 21:00:00,Shepperton_Plant,Bindura,,STORE_136,Low GI Seed loaf,1069,1020,-49,sale,Sale,2025-07-09
INV_2000249,2025-04-24 16:00:00,Shepperton_Plant,Chinhoyi,,STORE_180,High Energy Brown,1171,1114,-57,sale,Sale,2025-02-24
INV_2000250,2025-02-12 03:00:00,Shepperton_Plant,Chinhoyi,,STORE_090,Low GI Seed loaf,2529,2481,-48,sale,Sale,2025-01-13
INV_2000251,2025-03-16 08:00:00,Shepperton_Plant,Bindura,,STORE_145,High Energy Brown,1041,2255,1214,production,Baked Output,2025-05-27
INV_2000252,2025-03-21 20:00:00,Shepperton_Plant,Bindura,RT_HAR_03,STORE_044,Low GI Seed loaf,3713,3722,9,return_from_store,Return from store,2025-04-25
INV_2000253,2025-03-20 11:00:00,Shepperton_Plant,Chinhoyi,,STORE_178,High Energy Brown,1180,2599,1419,production,Baked Output,2025-01-18
INV_2000254,2025-03-10 07:00:00,Shepperton_Plant,Bindura,,STORE_080,Low GI Seed loaf,3521,3479,-42,sale,Sale,2025-04-18
INV_2000255,2025-02-12 08:00:00,Shepperton_Plant,Harare,,STORE_129,Whole grain loaf,3984,3962,-22,sale,Sale,2025-02-10
INV_2000256,2025-04-05 09:00:00,Shepperton_Plant,Hatcliff,RT_CHI_02,STORE_145,Whole grain loaf,1354,657,-697,dispatch,Dispatch to depot,2025-03-30
INV_2000257,2025-04-04 10:00:00,Shepperton_Plant,Bindura,,STORE_194,Whole grain loaf,3608,3599,-9,sale,Sale,2025-03-22
INV_2000258,2025-05-01 01:00:00,Shepperton_Plant,Chegutu,,STORE_128,Low GI Seed loaf,2387,2367,-20,sale,Sale,2025-07-07
INV_2000259,2025-04-11 12:00:00,Shepperton_Plant,Chinhoyi,,STORE_019,High Energy Brown,2063,2015,-48,sale,Sale,2025-03-30
INV_2000260,2025-01-10 22:00:00,Shepperton_Plant,Bindura,,STORE_174,Soft white,1950,3328,1378,production,Baked Output,2025-07-20
INV_2000261,2025-03-12 09:00:00,Shepperton_Plant,Hatcliff,,STORE_042,Soft white,1143,1112,-31,sale,Sale,2025-05-09
INV_2000262,2025-01-13 07:00:00,Shepperton_Plant,Murehwa,,STORE_136,Soft white,2404,2362,-42,sale,Sale,2025-05-14
INV_2000263,2025-05-16 04:00:00,Shepperton_Plant,Murehwa,,STORE_017,Whole grain loaf,2307,5011,2704,production,Baked Output,2025-04-09
INV_2000264,2025-02-28 15:00:00,Shepperton_Plant,Mutare,,STORE_073,Soft white,2159,2148,-11,sale,Sale,2025-06-15
INV_2000265,2025-02-06 23:00:00,Shepperton_Plant,Chegutu,,STORE_068,High Energy Brown,1189,1154,-35,sale,Sale,2025-07-21
INV_2000266,2025-07-04 02:00:00,Shepperton_Plant,Mutare,,STORE_032,Whole grain loaf,3402,3383,-19,sale,Sale,2025-04-17
INV_2000267,2025-04-10 16:00:00,Shepperton_Plant,Bindura,RT_HAT_02,STORE_112,High Energy Brown,3066,1645,-1421,dispatch,Dispatch to depot,2025-01-29
INV_2000268,2025-07-22 07:00:00,Shepperton_Plant,Chinhoyi,,STORE_086,Low GI Seed loaf,862,802,-60,sale,Sale,2025-02-06
INV_2000269,2025-02-24 17:00:00,Shepperton_Plant,Murehwa,,STORE_005,Low GI Seed loaf,1259,1223,-36,sale,Sale,2025-03-11
INV_2000270,2025-05-27 18:00:00,Shepperton_Plant,Chegutu,,STORE_170,Whole grain loaf,3338,3313,-25,sale,Sale,2025-03-21
INV_2000271,2025-06-20 02:00:00,Shepperton_Plant,Chinhoyi,,STORE_192,Whole grain loaf,1438,1429,-9,sale,Sale,2025-06-06
INV_2000272,2025-02-27 06:00:00,Shepperton_Plant,Hatcliff,,STORE_162,High Energy Brown,2195,2150,-45,sale,Sale,2025-03-22
INV_2000273,2025-02-16 07:00:00,Shepperton_Plant,Hatcliff,,STORE_194,Soft white,955,944,-11,sale,Sale,2025-05-22
INV_2000274,2025-01-16 06:00:00,Shepperton_Plant,Harare,,STORE_062,Whole grain loaf,3785,3743,-42,sale,Sale,2025-03-24
INV_2000275,2025-05-02 14:00:00,Shepperton_Plant,Harare,,STORE_038,Whole grain loaf,2992,2963,-29,sale,Sale,2025-06-03
INV_2000276,2025-05-28 19:00:00,Shepperton_Plant,Mutare,,STORE_070,Low GI Seed loaf,3316,3262,-54,sale,Sale,2025-06-11
INV_2000277,2025-03-27 01:00:00,Shepperton_Plant,Hatcliff,,STORE_008,Whole grain loaf,3588,5593,2005,production,Baked Output,2025-02-20
INV_2000278,2025-07-23 19:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_01,STORE_177,High Energy Brown,1384,633,-751,dispatch,Dispatch to depot,2025-04-13
INV_2000279,2025-01-05 13:00:00,Shepperton_Plant,Bindura,,STORE_038,Low GI Seed loaf,1435,1417,-18,sale,Sale,2025-07-26
INV_2000280,2025-02-10 09:00:00,Shepperton_Plant,Chinhoyi,,STORE_180,High Energy Brown,1114,1089,-25,sale,Sale,2025-04-27
INV_2000281,2025-03-26 12:00:00,Shepperton_Plant,Bindura,RT_CHE_02,STORE_157,High Energy Brown,1191,148,-1043,dispatch,Dispatch to store,2025-07-12
INV_2000282,2025-01-01 09:00:00,Shepperton_Plant,Murehwa,RT_CHI_02,STORE_153,Whole grain loaf,2887,2266,-621,dispatch,Dispatch to store,2025-05-10
INV_2000283,2025-07-15 08:00:00,Shepperton_Plant,Harare,,STORE_118,High Energy Brown,1307,1273,-34,sale,Sale,2025-01-11
INV_2000284,2025-03-21 08:00:00,Shepperton_Plant,Bindura,,STORE_015,Soft white,2757,2703,-54,sale,Sale,2025-02-17
INV_2000285,2025-07-09 10:00:00,Shepperton_Plant,Harare,RT_MUT_02,STORE_125,Low GI Seed loaf,1974,1981,7,return_from_store,Return from store,2025-06-10
INV_2000286,2025-02-01 14:00:00,Shepperton_Plant,Harare,,STORE_037,Low GI Seed loaf,3575,3525,-50,waste,Expired Waste,2025-01-29
INV_2000287,2025-05-10 03:00:00,Shepperton_Plant,Mutare,,STORE_128,Low GI Seed loaf,1101,1095,-6,sale,Sale,2025-02-08
INV_2000288,2025-04-08 04:00:00,Shepperton_Plant,Murehwa,,STORE_021,Whole grain loaf,2771,2624,-147,waste,Damaged,2025-07-02
INV_2000289,2025-06-17 08:00:00,Shepperton_Plant,Chegutu,,STORE_113,Soft white,2196,2172,-24,sale,Sale,2025-05-07
INV_2000290,2025-03-26 12:00:00,Shepperton_Plant,Harare,,STORE_174,Whole grain loaf,3216,4745,1529,production,Baked Output,2025-05-17
INV_2000291,2025-01-06 21:00:00,Shepperton_Plant,Chinhoyi,,STORE_192,High Energy Brown,1953,1921,-32,sale,Sale,2025-04-19
INV_2000292,2025-04-01 03:00:00,Shepperton_Plant,Harare,,STORE_135,High Energy Brown,1516,1622,106,stock_adjustment,Manual Correction,2025-03-01
INV_2000293,2025-05-20 00:00:00,Shepperton_Plant,Mutare,,STORE_198,Whole grain loaf,2133,2112,-21,sale,Sale,2025-01-21
INV_2000294,2025-03-14 03:00:00,Shepperton_Plant,Chegutu,,STORE_142,High Energy Brown,3411,3250,-161,waste,Expired Waste,2025-01-15
INV_2000295,2025-05-24 22:00:00,Shepperton_Plant,Hatcliff,,STORE_135,Whole grain loaf,3130,3075,-55,sale,Sale,2025-04-26
INV_2000296,2025-05-05 03:00:00,Shepperton_Plant,Bindura,,STORE_065,High Energy Brown,3392,4509,1117,production,Baked Output,2025-05-08
INV_2000297,2025-01-23 03:00:00,Shepperton_Plant,Harare,,STORE_088,Low GI Seed loaf,3652,5180,1528,production,Baked Output,2025-03-28
INV_2000298,2025-03-10 18:00:00,Shepperton_Plant,Harare,RT_HAT_01,STORE_089,Low GI Seed loaf,1383,-168,-1551,dispatch,Dispatch to depot,2025-07-01
INV_2000299,2025-04-10 19:00:00,Shepperton_Plant,Bindura,,STORE_171,Low GI Seed loaf,3848,3823,-25,sale,Sale,2025-06-25
INV_2000300,2025-01-09 02:00:00,Shepperton_Plant,Harare,RT_HAT_02,STORE_099,High Energy Brown,3297,3385,88,return_from_store,Return from store,2025-03-17
INV_2000301,2025-06-25 02:00:00,Shepperton_Plant,Bindura,,STORE_177,High Energy Brown,2906,2790,-116,waste,Damaged,2025-04-27
INV_2000302,2025-07-28 14:00:00,Shepperton_Plant,Chinhoyi,,STORE_184,Whole grain loaf,1834,4515,2681,production,Baked Output,2025-01-29
INV_2000303,2025-07-16 23:00:00,Shepperton_Plant,Harare,,STORE_174,Whole grain loaf,4745,4715,-30,sale,Sale,2025-06-04
INV_2000304,2025-04-02 07:00:00,Shepperton_Plant,Mutare,,STORE_030,Whole grain loaf,3266,3208,-58,waste,Damaged,2025-04-13
INV_2000305,2025-01-11 08:00:00,Shepperton_Plant,Chegutu,,STORE_011,Soft white,2564,2534,-30,sale,Sale,2025-02-17
INV_2000306,2025-02-22 02:00:00,Shepperton_Plant,Bindura,,STORE_054,Low GI Seed loaf,2579,4997,2418,production,Baked Output,2025-02-26
INV_2000307,2025-01-16 19:00:00,Shepperton_Plant,Murehwa,RT_CHI_01,STORE_123,Whole grain loaf,2240,887,-1353,dispatch,Dispatch to depot,2025-03-29
INV_2000308,2025-06-03 05:00:00,Shepperton_Plant,Murehwa,,STORE_100,High Energy Brown,2651,2615,-36,sale,Sale,2025-05-16
INV_2000309,2025-06-03 09:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_02,STORE_162,Whole grain loaf,3767,3794,27,return_from_store,Return from store,2025-02-15
INV_2000310,2025-01-12 18:00:00,Shepperton_Plant,Harare,,STORE_141,Low GI Seed loaf,2002,3278,1276,production,Baked Output,2025-05-11
INV_2000311,2025-05-13 21:00:00,Shepperton_Plant,Murehwa,,STORE_090,High Energy Brown,3645,3639,-6,sale,Sale,2025-01-27
INV_2000312,2025-02-18 06:00:00,Shepperton_Plant,Chinhoyi,,STORE_022,Soft white,2286,2246,-40,waste,Damaged,2025-06-27
INV_2000313,2025-01-04 10:00:00,Shepperton_Plant,Murehwa,,STORE_019,High Energy Brown,1749,1689,-60,sale,Sale,2025-07-22
INV_2000314,2025-01-07 19:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_076,Low GI Seed loaf,1257,1338,81,return_from_store,Return from store,2025-03-08
INV_2000315,2025-01-12 20:00:00,Shepperton_Plant,Bindura,,STORE_031,Low GI Seed loaf,3665,6346,2681,production,Baked Output,2025-06-24
INV_2000316,2025-07-09 05:00:00,Shepperton_Plant,Hatcliff,,STORE_095,Whole grain loaf,2932,2905,-27,sale,Sale,2025-08-01
INV_2000317,2025-01-13 02:00:00,Shepperton_Plant,Murehwa,,STORE_034,High Energy Brown,2330,3787,1457,production,Baked Output,2025-04-16
INV_2000318,2025-01-05 22:00:00,Shepperton_Plant,Murehwa,RT_MUT_02,STORE_157,Whole grain loaf,1685,329,-1356,dispatch,Dispatch to store,2025-04-21
INV_2000319,2025-03-21 23:00:00,Shepperton_Plant,Chinhoyi,,STORE_125,Soft white,1126,1093,-33,sale,Sale,2025-05-24
INV_2000320,2025-01-26 06:00:00,Shepperton_Plant,Harare,,STORE_069,Low GI Seed loaf,3896,3868,-28,sale,Sale,2025-03-22
INV_2000321,2025-07-14 21:00:00,Shepperton_Plant,Murehwa,RT_HAR_02,STORE_081,High Energy Brown,3357,2726,-631,dispatch,Dispatch to depot,2025-06-14
INV_2000322,2025-04-15 04:00:00,Shepperton_Plant,Mutare,,STORE_171,Low GI Seed loaf,3267,3254,-13,sale,Sale,2025-02-14
INV_2000323,2025-04-19 13:00:00,Shepperton_Plant,Harare,RT_MUT_01,STORE_083,Low GI Seed loaf,2405,1085,-1320,dispatch,Dispatch to depot,2025-06-02
INV_2000324,2025-04-06 08:00:00,Shepperton_Plant,Chegutu,,STORE_056,High Energy Brown,3413,6386,2973,production,Baked Output,2025-04-13
INV_2000325,2025-01-17 18:00:00,Shepperton_Plant,Mutare,,STORE_062,Low GI Seed loaf,3241,3186,-55,sale,Sale,2025-05-23
INV_2000326,2025-07-28 20:00:00,Shepperton_Plant,Harare,,STORE_113,Low GI Seed loaf,1456,1443,-13,sale,Sale,2025-03-19
INV_2000327,2025-03-22 01:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_01,STORE_199,High Energy Brown,3694,3754,60,return_from_store,Return from store,2025-06-08
INV_2000328,2025-05-19 20:00:00,Shepperton_Plant,Bindura,RT_HAR_02,STORE_075,Whole grain loaf,2702,1738,-964,dispatch,Dispatch to store,2025-03-12
INV_2000329,2025-04-22 08:00:00,Shepperton_Plant,Murehwa,RT_CHI_01,STORE_073,Whole grain loaf,3270,2301,-969,dispatch,Dispatch to depot,2025-03-02
INV_2000330,2025-04-19 17:00:00,Shepperton_Plant,Murehwa,,STORE_075,Low GI Seed loaf,3664,3634,-30,sale,Sale,2025-02-10
INV_2000331,2025-01-26 23:00:00,Shepperton_Plant,Mutare,,STORE_140,Soft white,1739,1690,-49,sale,Sale,2025-02-25
INV_2000332,2025-01-15 19:00:00,Shepperton_Plant,Hatcliff,,STORE_072,High Energy Brown,2794,2765,-29,sale,Sale,2025-07-05
INV_2000333,2025-04-27 02:00:00,Shepperton_Plant,Hatcliff,,STORE_112,Low GI Seed loaf,1821,1768,-53,sale,Sale,2025-03-01
INV_2000334,2025-04-11 08:00:00,Shepperton_Plant,Hatcliff,,STORE_119,Low GI Seed loaf,1685,1663,-22,sale,Sale,2025-01-24
INV_2000335,2025-04-22 07:00:00,Shepperton_Plant,Murehwa,,STORE_177,Low GI Seed loaf,3377,3224,-153,stock_adjustment,Manual Correction,2025-06-04
INV_2000336,2025-02-11 17:00:00,Shepperton_Plant,Bindura,,STORE_197,Low GI Seed loaf,1953,1923,-30,sale,Sale,2025-01-04
INV_2000337,2025-04-08 08:00:00,Shepperton_Plant,Bindura,RT_HAT_02,STORE_054,Whole grain loaf,3499,2078,-1421,dispatch,Dispatch to depot,2025-02-24
INV_2000338,2025-01-12 18:00:00,Shepperton_Plant,Harare,,STORE_196,Low GI Seed loaf,3847,3788,-59,sale,Sale,2025-01-27
INV_2000339,2025-04-27 20:00:00,Shepperton_Plant,Chegutu,RT_MUT_02,STORE_181,Low GI Seed loaf,1196,-280,-1476,dispatch,Dispatch to store,2025-03-29
INV_2000340,2025-01-17 02:00:00,Shepperton_Plant,Bindura,,STORE_123,Soft white,3337,5633,2296,production,Baked Output,2025-02-07
INV_2000341,2025-04-25 22:00:00,Shepperton_Plant,Harare,RT_HAT_01,STORE_018,Soft white,829,898,69,return_from_store,Return from store,2025-01-09
INV_2000342,2025-06-15 03:00:00,Shepperton_Plant,Murehwa,,STORE_020,Whole grain loaf,2910,2877,-33,sale,Sale,2025-07-15
INV_2000343,2025-03-21 01:00:00,Shepperton_Plant,Bindura,,STORE_163,High Energy Brown,1124,3415,2291,production,Baked Output,2025-03-12
INV_2000344,2025-07-10 16:00:00,Shepperton_Plant,Hatcliff,RT_MUT_01,STORE_056,Whole grain loaf,2292,1151,-1141,dispatch,Dispatch to depot,2025-06-13
INV_2000345,2025-07-17 02:00:00,Shepperton_Plant,Hatcliff,,STORE_111,Low GI Seed loaf,1070,1021,-49,sale,Sale,2025-04-09
INV_2000346,2025-05-28 17:00:00,Shepperton_Plant,Hatcliff,,STORE_013,High Energy Brown,2479,4945,2466,production,Baked Output,2025-01-25
INV_2000347,2025-03-19 11:00:00,Shepperton_Plant,Murehwa,,STORE_196,Whole grain loaf,3879,3846,-33,sale,Sale,2025-05-08
INV_2000348,2025-03-14 15:00:00,Shepperton_Plant,Harare,,STORE_165,Low GI Seed loaf,3715,3688,-27,sale,Sale,2025-03-09
INV_2000349,2025-04-24 02:00:00,Shepperton_Plant,Chegutu,,STORE_120,Whole grain loaf,1897,1755,-142,waste,Damaged,2025-06-01
INV_2000350,2025-06-14 19:00:00,Shepperton_Plant,Chegutu,,STORE_014,Low GI Seed loaf,3173,5309,2136,production,Baked Output,2025-04-13
