qc_id,timestamp,batch_id,sku,parameter,value,pass_fail
QC_500346,2025-05-17,BATCH_24718,Low GI Seed loaf,seal_strength,1.09,pass
QC_500347,2025-01-15,BATCH_21686,Soft white,moisture,1.13,pass
QC_500348,2025-03-28,BATCH_21832,High Energy Brown,weight,0.88,fail
QC_500349,2025-06-19,BATCH_22477,Soft white,temperature,0.91,fail
QC_500350,2025-04-11,BATCH_21615,Low GI Seed loaf,moisture,1.1,pass
QC_500351,2025-06-16,BATCH_20947,Whole grain loaf,moisture,0.89,fail
QC_500352,2025-02-27,BATCH_22003,High Energy Brown,seal_strength,1.04,pass
QC_500353,2025-01-07,BATCH_24180,Whole grain loaf,seal_strength,1.19,pass
QC_500354,2025-01-01,BATCH_25128,High Energy Brown,weight,0.96,pass
QC_500355,2025-07-16,BATCH_25275,Low GI Seed loaf,moisture,1.16,pass
QC_500356,2025-06-21,BATCH_20876,Low GI Seed loaf,seal_strength,1.13,pass
QC_500357,2025-07-26,BATCH_20420,Low GI Seed loaf,seal_strength,0.88,fail
QC_500358,2025-05-26,BATCH_24873,Whole grain loaf,moisture,0.89,fail
QC_500359,2025-07-26,BATCH_23465,High Energy Brown,moisture,1.18,pass
QC_500360,2025-02-21,BATCH_21739,Whole grain loaf,moisture,1.18,pass
QC_500361,2025-07-24,BATCH_21416,High Energy Brown,weight,0.97,pass
QC_500362,2025-03-21,BATCH_21130,Soft white,seal_strength,1.19,pass
QC_500363,2025-07-15,BATCH_25707,Soft white,weight,0.88,fail
QC_500364,2025-05-20,BATCH_24610,Soft white,temperature,0.81,fail
QC_500365,2025-07-26,BATCH_24975,Whole grain loaf,weight,0.91,fail
QC_500366,2025-05-02,BATCH_25449,Soft white,seal_strength,1.02,pass
QC_500367,2025-03-13,BATCH_21589,Whole grain loaf,moisture,1.04,pass
QC_500368,2025-01-12,BATCH_24912,Whole grain loaf,moisture,1.07,pass
QC_500369,2025-07-09,BATCH_24017,Soft white,weight,0.87,fail
QC_500370,2025-04-20,BATCH_23028,Soft white,seal_strength,0.89,fail
QC_500371,2025-04-07,BATCH_23510,Low GI Seed loaf,seal_strength,0.91,fail
QC_500372,2025-05-11,BATCH_20550,Whole grain loaf,temperature,0.97,pass
QC_500373,2025-01-12,BATCH_21942,Whole grain loaf,temperature,1.07,pass
QC_500374,2025-06-20,BATCH_25394,High Energy Brown,seal_strength,0.8,fail
QC_500375,2025-07-27,BATCH_24363,Whole grain loaf,seal_strength,1.16,pass
QC_500376,2025-02-16,BATCH_23002,High Energy Brown,moisture,1.1,pass
QC_500377,2025-06-19,BATCH_21640,High Energy Brown,temperature,0.92,fail
QC_500378,2025-07-03,BATCH_20084,Low GI Seed loaf,weight,0.9,fail
QC_500379,2025-02-17,BATCH_23267,Low GI Seed loaf,moisture,1.07,pass
QC_500380,2025-03-04,BATCH_22858,Whole grain loaf,moisture,0.97,pass
QC_500381,2025-03-01,BATCH_25938,Soft white,temperature,1.0,pass
QC_500382,2025-03-11,BATCH_24093,Whole grain loaf,weight,0.9,fail
QC_500383,2025-03-04,BATCH_25175,Soft white,moisture,0.82,fail
QC_500384,2025-07-09,BATCH_20908,Soft white,seal_strength,0.93,fail
QC_500385,2025-04-17,BATCH_25286,Whole grain loaf,moisture,0.83,fail
QC_500386,2025-07-20,BATCH_24022,Whole grain loaf,temperature,0.94,fail
QC_500387,2025-07-02,BATCH_21137,High Energy Brown,moisture,1.0,pass
QC_500388,2025-04-11,BATCH_22511,High Energy Brown,temperature,1.11,pass
QC_500389,2025-07-20,BATCH_24091,Whole grain loaf,moisture,0.83,fail
QC_500390,2025-05-02,BATCH_21652,Low GI Seed loaf,seal_strength,0.83,fail
QC_500391,2025-02-28,BATCH_24837,High Energy Brown,seal_strength,0.92,fail
QC_500392,2025-06-19,BATCH_25182,Soft white,weight,0.98,pass
QC_500393,2025-06-27,BATCH_20844,High Energy Brown,weight,0.99,pass
QC_500394,2025-04-09,BATCH_20334,High Energy Brown,moisture,0.96,pass
QC_500395,2025-02-28,BATCH_22544,Soft white,seal_strength,0.85,fail
QC_500396,2025-03-06,BATCH_23251,Low GI Seed loaf,temperature,0.9,fail
QC_500397,2025-05-02,BATCH_23940,Soft white,seal_strength,1.12,pass
QC_500398,2025-06-25,BATCH_23407,Whole grain loaf,seal_strength,0.87,fail
QC_500399,2025-06-03,BATCH_25224,Low GI Seed loaf,seal_strength,1.2,pass
QC_500400,2025-06-19,BATCH_22489,Whole grain loaf,moisture,1.16,pass
QC_500401,2025-05-13,BATCH_22260,Low GI Seed loaf,temperature,0.94,fail
QC_500402,2025-01-05,BATCH_23806,High Energy Brown,moisture,0.86,fail
QC_500403,2025-07-22,BATCH_24168,High Energy Brown,seal_strength,0.98,pass
QC_500404,2025-04-09,BATCH_23934,High Energy Brown,temperature,1.19,pass
QC_500405,2025-07-11,BATCH_20095,Low GI Seed loaf,moisture,1.1,pass
QC_500406,2025-01-07,BATCH_25072,Whole grain loaf,temperature,1.07,pass
QC_500407,2025-02-24,BATCH_23131,Low GI Seed loaf,moisture,1.07,pass
QC_500408,2025-06-28,BATCH_24849,Low GI Seed loaf,temperature,0.87,fail
QC_500409,2025-02-11,BATCH_20373,Soft white,weight,0.85,fail
QC_500410,2025-06-28,BATCH_24769,Whole grain loaf,temperature,1.01,pass
QC_500411,2025-05-08,BATCH_21300,High Energy Brown,moisture,1.08,pass
QC_500412,2025-07-22,BATCH_23563,Soft white,temperature,0.81,fail
QC_500413,2025-06-21,BATCH_25315,High Energy Brown,moisture,0.81,fail
QC_500414,2025-07-14,BATCH_22963,Soft white,weight,1.0,pass
QC_500415,2025-05-10,BATCH_24258,High Energy Brown,temperature,1.02,pass
QC_500416,2025-06-11,BATCH_23521,Whole grain loaf,seal_strength,1.13,pass
QC_500417,2025-06-06,BATCH_20987,Low GI Seed loaf,weight,1.17,pass
QC_500418,2025-05-19,BATCH_22843,Whole grain loaf,seal_strength,1.08,pass
QC_500419,2025-06-19,BATCH_22634,Whole grain loaf,weight,1.09,pass
QC_500420,2025-02-21,BATCH_20420,Low GI Seed loaf,weight,1.03,pass
QC_500421,2025-04-23,BATCH_24452,High Energy Brown,moisture,1.01,pass
QC_500422,2025-05-08,BATCH_24156,Low GI Seed loaf,moisture,0.84,fail
QC_500423,2025-02-24,BATCH_20438,Whole grain loaf,temperature,1.12,pass
QC_500424,2025-07-03,BATCH_20753,Soft white,seal_strength,0.94,fail
QC_500425,2025-03-06,BATCH_22202,High Energy Brown,moisture,1.17,pass
QC_500426,2025-02-01,BATCH_22243,Soft white,seal_strength,0.9,fail
QC_500427,2025-03-13,BATCH_22350,Whole grain loaf,seal_strength,0.82,fail
QC_500428,2025-02-22,BATCH_25477,High Energy Brown,seal_strength,1.01,pass
QC_500429,2025-04-21,BATCH_25826,Whole grain loaf,temperature,1.14,pass
QC_500430,2025-06-16,BATCH_23645,Soft white,moisture,1.0,pass
QC_500431,2025-01-22,BATCH_25537,Low GI Seed loaf,moisture,0.84,fail
QC_500432,2025-06-21,BATCH_22453,Whole grain loaf,temperature,0.85,fail
QC_500433,2025-07-15,BATCH_24124,Whole grain loaf,seal_strength,1.03,pass
QC_500434,2025-04-08,BATCH_21540,Whole grain loaf,temperature,1.17,pass
QC_500435,2025-05-14,BATCH_20613,Whole grain loaf,seal_strength,1.02,pass
QC_500436,2025-03-11,BATCH_23787,Low GI Seed loaf,temperature,0.84,fail
QC_500437,2025-06-26,BATCH_21126,Low GI Seed loaf,seal_strength,0.98,pass
QC_500438,2025-06-02,BATCH_22107,Low GI Seed loaf,weight,0.91,fail
QC_500439,2025-07-07,BATCH_21615,High Energy Brown,seal_strength,1.02,pass
QC_500440,2025-01-26,BATCH_22776,High Energy Brown,seal_strength,0.81,fail
QC_500441,2025-04-26,BATCH_24486,Low GI Seed loaf,moisture,0.87,fail
QC_500442,2025-04-27,BATCH_24477,High Energy Brown,weight,0.86,fail
QC_500443,2025-07-09,BATCH_20353,Soft white,moisture,1.07,pass
QC_500444,2025-07-23,BATCH_24721,High Energy Brown,seal_strength,0.91,fail
QC_500445,2025-02-11,BATCH_25952,Low GI Seed loaf,seal_strength,0.94,fail
QC_500446,2025-04-01,BATCH_23158,Low GI Seed loaf,weight,1.06,pass
QC_500447,2025-06-03,BATCH_22013,Soft white,temperature,1.07,pass
QC_500448,2025-01-09,BATCH_21521,High Energy Brown,temperature,1.01,pass
QC_500449,2025-02-09,BATCH_24696,High Energy Brown,seal_strength,1.17,pass
QC_500450,2025-02-04,BATCH_21195,Soft white,moisture,1.0,pass
QC_500451,2025-05-11,BATCH_22782,High Energy Brown,temperature,1.19,pass
QC_500452,2025-02-01,BATCH_22989,High Energy Brown,temperature,0.91,fail
QC_500453,2025-01-24,BATCH_22568,Soft white,moisture,0.82,fail
QC_500454,2025-03-16,BATCH_22579,Low GI Seed loaf,weight,0.94,fail
QC_500455,2025-05-03,BATCH_23854,Soft white,seal_strength,0.93,fail
QC_500456,2025-01-07,BATCH_25342,Whole grain loaf,moisture,1.0,pass
QC_500457,2025-06-17,BATCH_20977,High Energy Brown,weight,0.9,fail
QC_500458,2025-05-23,BATCH_23746,Whole grain loaf,weight,1.14,pass
QC_500459,2025-02-24,BATCH_20530,Whole grain loaf,weight,1.09,pass
QC_500460,2025-02-09,BATCH_20132,High Energy Brown,seal_strength,1.17,pass
QC_500461,2025-01-04,BATCH_23970,Soft white,seal_strength,0.94,fail
QC_500462,2025-02-22,BATCH_21064,Low GI Seed loaf,moisture,0.8,fail
QC_500463,2025-06-22,BATCH_23715,High Energy Brown,temperature,0.8,fail
QC_500464,2025-06-19,BATCH_20058,High Energy Brown,seal_strength,0.92,fail
QC_500465,2025-04-24,BATCH_25309,Low GI Seed loaf,moisture,0.81,fail
QC_500466,2025-04-19,BATCH_24999,High Energy Brown,weight,1.03,pass
QC_500467,2025-07-25,BATCH_22417,Low GI Seed loaf,temperature,1.03,pass
QC_500468,2025-04-20,BATCH_25344,Low GI Seed loaf,weight,1.05,pass
QC_500469,2025-04-20,BATCH_23615,High Energy Brown,moisture,0.9,fail
QC_500470,2025-04-22,BATCH_25452,High Energy Brown,weight,0.82,fail
QC_500471,2025-07-11,BATCH_23455,High Energy Brown,temperature,0.92,fail
QC_500472,2025-06-25,BATCH_25235,Whole grain loaf,seal_strength,0.98,pass
QC_500473,2025-06-12,BATCH_25063,High Energy Brown,moisture,0.94,fail
QC_500474,2025-07-11,BATCH_21836,Low GI Seed loaf,seal_strength,1.09,pass
QC_500475,2025-05-06,BATCH_25534,Low GI Seed loaf,seal_strength,0.91,fail
QC_500476,2025-04-12,BATCH_25728,Soft white,temperature,0.98,pass
QC_500477,2025-06-07,BATCH_24397,Whole grain loaf,weight,0.85,fail
QC_500478,2025-04-09,BATCH_21397,Whole grain loaf,temperature,0.91,fail
QC_500479,2025-07-26,BATCH_23754,Low GI Seed loaf,seal_strength,1.05,pass
QC_500480,2025-04-12,BATCH_25546,Soft white,weight,0.8,fail
QC_500481,2025-07-27,BATCH_24133,High Energy Brown,temperature,1.01,pass
QC_500482,2025-03-25,BATCH_25109,High Energy Brown,moisture,0.96,pass
QC_500483,2025-03-18,BATCH_21322,High Energy Brown,moisture,0.94,fail
QC_500484,2025-06-06,BATCH_21461,Low GI Seed loaf,temperature,1.17,pass
QC_500485,2025-03-23,BATCH_25297,Whole grain loaf,moisture,0.85,fail
QC_500486,2025-06-27,BATCH_21928,High Energy Brown,moisture,0.84,fail
QC_500487,2025-07-03,BATCH_22292,Soft white,seal_strength,1.04,pass
QC_500488,2025-01-06,BATCH_22716,Soft white,temperature,1.01,pass
QC_500489,2025-02-09,BATCH_20763,High Energy Brown,seal_strength,0.92,fail
QC_500490,2025-03-12,BATCH_22819,High Energy Brown,weight,1.05,pass
QC_500491,2025-05-28,BATCH_24648,High Energy Brown,moisture,1.04,pass
QC_500492,2025-02-18,BATCH_22039,Low GI Seed loaf,moisture,0.9,fail
QC_500493,2025-06-09,BATCH_24669,Whole grain loaf,moisture,0.91,fail
QC_500494,2025-04-07,BATCH_20083,Soft white,seal_strength,1.08,pass
QC_500495,2025-01-05,BATCH_21103,Low GI Seed loaf,moisture,0.9,fail
QC_500496,2025-02-09,BATCH_20012,High Energy Brown,temperature,0.97,pass
QC_500497,2025-07-09,BATCH_20924,High Energy Brown,moisture,1.06,pass
QC_500498,2025-03-11,BATCH_21191,High Energy Brown,temperature,0.94,fail
QC_500499,2025-07-10,BATCH_21863,Whole grain loaf,moisture,0.87,fail
QC_500500,2025-06-12,BATCH_21719,Whole grain loaf,moisture,0.87,fail
QC_500501,2025-02-09,BATCH_20933,Whole grain loaf,weight,0.84,fail
QC_500502,2025-07-01,BATCH_21126,Soft white,seal_strength,0.91,fail
QC_500503,2025-06-08,BATCH_21045,Whole grain loaf,temperature,1.09,pass
QC_500504,2025-06-23,BATCH_20231,High Energy Brown,moisture,1.12,pass
QC_500505,2025-01-07,BATCH_22922,Low GI Seed loaf,moisture,0.92,fail
QC_500506,2025-07-11,BATCH_23216,High Energy Brown,moisture,0.91,fail
QC_500507,2025-01-02,BATCH_23606,Soft white,weight,0.82,fail
QC_500508,2025-03-05,BATCH_24596,Whole grain loaf,seal_strength,0.91,fail
QC_500509,2025-05-28,BATCH_22974,Whole grain loaf,weight,0.9,fail
QC_500510,2025-06-07,BATCH_23897,Low GI Seed loaf,temperature,1.19,pass
QC_500511,2025-04-01,BATCH_25370,Soft white,temperature,1.05,pass
QC_500512,2025-01-17,BATCH_25824,Soft white,temperature,0.85,fail
QC_500513,2025-04-11,BATCH_25118,Whole grain loaf,temperature,0.81,fail
QC_500514,2025-01-05,BATCH_23523,Whole grain loaf,moisture,1.14,pass
QC_500515,2025-06-21,BATCH_23991,High Energy Brown,temperature,1.12,pass
QC_500516,2025-06-21,BATCH_20670,High Energy Brown,moisture,1.08,pass
QC_500517,2025-05-01,BATCH_22600,Whole grain loaf,moisture,0.81,fail
QC_500518,2025-01-15,BATCH_25702,High Energy Brown,moisture,1.16,pass
QC_500519,2025-06-03,BATCH_22492,High Energy Brown,weight,1.08,pass
QC_500520,2025-05-24,BATCH_21737,High Energy Brown,seal_strength,1.12,pass
QC_500521,2025-07-07,BATCH_20988,High Energy Brown,temperature,1.1,pass
QC_500522,2025-02-09,BATCH_23246,Low GI Seed loaf,temperature,0.82,fail
QC_500523,2025-07-27,BATCH_23660,Whole grain loaf,seal_strength,1.01,pass
QC_500524,2025-05-26,BATCH_21629,Low GI Seed loaf,temperature,1.18,pass
QC_500525,2025-02-02,BATCH_20849,Soft white,seal_strength,0.99,pass
QC_500526,2025-04-02,BATCH_20752,Soft white,weight,1.0,pass
QC_500527,2025-05-07,BATCH_24769,Low GI Seed loaf,temperature,0.84,fail
QC_500528,2025-05-24,BATCH_22702,Low GI Seed loaf,weight,0.95,fail
QC_500529,2025-04-07,BATCH_24857,Low GI Seed loaf,moisture,0.94,fail
QC_500530,2025-03-22,BATCH_24414,Whole grain loaf,weight,0.88,fail
QC_500531,2025-07-01,BATCH_22888,High Energy Brown,weight,1.06,pass
QC_500532,2025-02-16,BATCH_24870,Soft white,seal_strength,0.84,fail
QC_500533,2025-06-27,BATCH_22995,Whole grain loaf,temperature,1.0,pass
QC_500534,2025-07-25,BATCH_21613,Low GI Seed loaf,temperature,0.95,pass
QC_500535,2025-02-11,BATCH_20729,Low GI Seed loaf,moisture,1.13,pass
QC_500536,2025-07-01,BATCH_25047,Whole grain loaf,weight,1.16,pass
QC_500537,2025-04-03,BATCH_21372,High Energy Brown,temperature,0.89,fail
QC_500538,2025-06-21,BATCH_24839,High Energy Brown,temperature,0.86,fail
QC_500539,2025-01-14,BATCH_25283,High Energy Brown,temperature,0.85,fail
QC_500540,2025-07-06,BATCH_23721,Low GI Seed loaf,moisture,1.08,pass
QC_500541,2025-04-09,BATCH_25076,Low GI Seed loaf,moisture,1.09,pass
QC_500542,2025-05-20,BATCH_25057,Low GI Seed loaf,moisture,1.16,pass
QC_500543,2025-04-13,BATCH_20105,Whole grain loaf,weight,0.81,fail
QC_500544,2025-03-13,BATCH_25723,Low GI Seed loaf,seal_strength,1.0,pass
QC_500545,2025-07-10,BATCH_25512,Low GI Seed loaf,temperature,1.0,pass
QC_500546,2025-06-06,BATCH_21893,Soft white,moisture,1.06,pass
QC_500547,2025-01-05,BATCH_20413,Whole grain loaf,temperature,1.06,pass
QC_500548,2025-02-07,BATCH_23831,Low GI Seed loaf,weight,1.02,pass
QC_500549,2025-06-17,BATCH_24384,High Energy Brown,temperature,1.05,pass
QC_500550,2025-01-01,BATCH_23673,Soft white,moisture,0.97,pass
QC_500551,2025-01-04,BATCH_22359,High Energy Brown,seal_strength,0.99,pass
QC_500552,2025-04-07,BATCH_25221,Whole grain loaf,temperature,1.05,pass
QC_500553,2025-06-16,BATCH_24192,High Energy Brown,seal_strength,1.07,pass
QC_500554,2025-03-25,BATCH_24305,Whole grain loaf,weight,1.19,pass
QC_500555,2025-06-08,BATCH_22797,Soft white,moisture,1.17,pass
QC_500556,2025-07-20,BATCH_21104,Whole grain loaf,seal_strength,1.18,pass
QC_500557,2025-05-20,BATCH_23344,High Energy Brown,moisture,1.02,pass
QC_500558,2025-01-04,BATCH_25443,Whole grain loaf,seal_strength,1.04,pass
QC_500559,2025-07-06,BATCH_22657,High Energy Brown,seal_strength,0.91,fail
QC_500560,2025-06-06,BATCH_20347,Soft white,moisture,1.19,pass
QC_500561,2025-03-09,BATCH_24507,Low GI Seed loaf,weight,0.9,fail
QC_500562,2025-06-09,BATCH_24390,High Energy Brown,seal_strength,0.91,fail
QC_500563,2025-07-02,BATCH_22030,High Energy Brown,moisture,1.12,pass
QC_500564,2025-06-16,BATCH_25744,Whole grain loaf,temperature,0.87,fail
QC_500565,2025-05-16,BATCH_21213,Soft white,moisture,1.05,pass
QC_500566,2025-01-21,BATCH_22865,Soft white,weight,0.81,fail
QC_500567,2025-06-14,BATCH_20506,Low GI Seed loaf,seal_strength,0.92,fail
QC_500568,2025-06-07,BATCH_22022,Soft white,seal_strength,1.09,pass
QC_500569,2025-04-03,BATCH_21137,Soft white,moisture,0.89,fail
QC_500570,2025-02-15,BATCH_23840,Low GI Seed loaf,moisture,1.05,pass
QC_500571,2025-03-27,BATCH_20131,Low GI Seed loaf,temperature,0.89,fail
QC_500572,2025-04-13,BATCH_23490,Soft white,temperature,1.09,pass
QC_500573,2025-02-17,BATCH_22687,Soft white,moisture,1.03,pass
QC_500574,2025-07-22,BATCH_25219,Whole grain loaf,temperature,1.19,pass
QC_500575,2025-07-19,BATCH_24406,High Energy Brown,weight,0.93,fail
QC_500576,2025-01-26,BATCH_25755,High Energy Brown,temperature,1.15,pass
QC_500577,2025-05-02,BATCH_22129,Whole grain loaf,moisture,1.04,pass
QC_500578,2025-06-26,BATCH_20754,Low GI Seed loaf,temperature,0.97,pass
QC_500579,2025-01-21,BATCH_20394,Whole grain loaf,seal_strength,1.04,pass
QC_500580,2025-07-09,BATCH_21577,Soft white,moisture,0.85,fail
QC_500581,2025-02-24,BATCH_22262,Low GI Seed loaf,weight,1.06,pass
QC_500582,2025-05-08,BATCH_22120,Whole grain loaf,temperature,1.01,pass
QC_500583,2025-03-27,BATCH_25786,Low GI Seed loaf,moisture,0.94,fail
QC_500584,2025-03-03,BATCH_25719,High Energy Brown,weight,1.17,pass
QC_500585,2025-04-02,BATCH_21028,Whole grain loaf,weight,1.02,pass
QC_500586,2025-05-11,BATCH_25690,Soft white,weight,0.95,pass
QC_500587,2025-05-20,BATCH_24781,Low GI Seed loaf,seal_strength,0.91,fail
QC_500588,2025-04-10,BATCH_24434,High Energy Brown,seal_strength,1.18,pass
QC_500589,2025-06-11,BATCH_25995,High Energy Brown,moisture,1.14,pass
QC_500590,2025-07-12,BATCH_24350,Soft white,weight,1.08,pass
QC_500591,2025-05-15,BATCH_25109,Soft white,weight,0.86,fail
QC_500592,2025-04-03,BATCH_20629,High Energy Brown,moisture,0.83,fail
QC_500593,2025-03-15,BATCH_22024,Low GI Seed loaf,moisture,1.12,pass
QC_500594,2025-07-07,BATCH_24133,Low GI Seed loaf,weight,0.95,pass
QC_500595,2025-01-21,BATCH_24379,Whole grain loaf,weight,0.81,fail
QC_500596,2025-05-04,BATCH_24783,Low GI Seed loaf,temperature,0.87,fail
QC_500597,2025-06-03,BATCH_22876,Low GI Seed loaf,temperature,1.12,pass
QC_500598,2025-07-07,BATCH_25752,Whole grain loaf,moisture,0.86,fail
QC_500599,2025-02-08,BATCH_23562,Soft white,weight,1.19,pass
QC_500600,2025-03-19,BATCH_20854,Low GI Seed loaf,weight,0.94,fail
QC_500601,2025-06-04,BATCH_22486,Soft white,moisture,0.81,fail
QC_500602,2025-03-24,BATCH_23991,Soft white,weight,0.97,pass
QC_500603,2025-01-01,BATCH_22083,Whole grain loaf,weight,1.01,pass
QC_500604,2025-05-07,BATCH_21393,Whole grain loaf,moisture,1.07,pass
QC_500605,2025-06-26,BATCH_25323,High Energy Brown,moisture,1.0,pass
QC_500606,2025-07-16,BATCH_24684,Whole grain loaf,temperature,1.09,pass
QC_500607,2025-01-09,BATCH_25344,Whole grain loaf,moisture,1.14,pass
QC_500608,2025-01-11,BATCH_20115,Whole grain loaf,seal_strength,1.12,pass
QC_500609,2025-01-03,BATCH_20480,Low GI Seed loaf,weight,1.07,pass
QC_500610,2025-03-01,BATCH_23872,High Energy Brown,temperature,1.17,pass
QC_500611,2025-07-21,BATCH_23815,Soft white,weight,0.9,fail
QC_500612,2025-02-24,BATCH_22384,Low GI Seed loaf,seal_strength,1.13,pass
QC_500613,2025-02-12,BATCH_21333,High Energy Brown,weight,1.1,pass
QC_500614,2025-04-09,BATCH_22235,Whole grain loaf,weight,1.04,pass
QC_500615,2025-01-09,BATCH_22873,Whole grain loaf,temperature,1.2,pass
QC_500616,2025-06-14,BATCH_24185,Low GI Seed loaf,weight,0.88,fail
QC_500617,2025-04-17,BATCH_23115,High Energy Brown,temperature,1.08,pass
QC_500618,2025-02-26,BATCH_25330,Soft white,seal_strength,0.81,fail
QC_500619,2025-01-22,BATCH_21608,Low GI Seed loaf,moisture,1.07,pass
QC_500620,2025-01-03,BATCH_25037,Whole grain loaf,seal_strength,1.13,pass
QC_500621,2025-02-26,BATCH_21659,Low GI Seed loaf,moisture,1.18,pass
QC_500622,2025-05-12,BATCH_20150,Whole grain loaf,moisture,1.11,pass
QC_500623,2025-05-04,BATCH_23599,High Energy Brown,moisture,1.17,pass
QC_500624,2025-04-11,BATCH_23025,Low GI Seed loaf,moisture,1.05,pass
QC_500625,2025-06-24,BATCH_25326,Low GI Seed loaf,seal_strength,1.06,pass
QC_500626,2025-02-26,BATCH_24865,High Energy Brown,temperature,1.18,pass
QC_500627,2025-04-15,BATCH_21876,Soft white,weight,1.13,pass
QC_500628,2025-04-23,BATCH_23649,Soft white,seal_strength,0.88,fail
QC_500629,2025-04-23,BATCH_22354,Whole grain loaf,moisture,0.97,pass
QC_500630,2025-05-08,BATCH_21841,Low GI Seed loaf,moisture,1.12,pass
QC_500631,2025-02-21,BATCH_22604,Soft white,seal_strength,0.96,pass
QC_500632,2025-06-27,BATCH_25507,Low GI Seed loaf,temperature,0.99,pass
QC_500633,2025-04-24,BATCH_20539,Whole grain loaf,temperature,0.94,fail
QC_500634,2025-05-22,BATCH_20728,Soft white,moisture,1.12,pass
QC_500635,2025-05-26,BATCH_23456,Low GI Seed loaf,moisture,1.02,pass
QC_500636,2025-01-08,BATCH_22239,Soft white,weight,0.82,fail
QC_500637,2025-03-11,BATCH_20117,Whole grain loaf,moisture,1.04,pass
QC_500638,2025-04-26,BATCH_22116,Whole grain loaf,temperature,1.05,pass
QC_500639,2025-03-02,BATCH_20218,Soft white,temperature,1.09,pass
QC_500640,2025-01-08,BATCH_25858,High Energy Brown,weight,1.17,pass
QC_500641,2025-03-13,BATCH_22007,Soft white,weight,0.89,fail
QC_500642,2025-06-18,BATCH_21910,High Energy Brown,moisture,1.02,pass
QC_500643,2025-02-25,BATCH_22661,Soft white,seal_strength,1.18,pass
QC_500644,2025-06-06,BATCH_20660,Soft white,moisture,0.97,pass
QC_500645,2025-04-07,BATCH_25902,Whole grain loaf,seal_strength,0.88,fail
QC_500646,2025-07-18,BATCH_25306,Whole grain loaf,seal_strength,1.18,pass
QC_500647,2025-06-26,BATCH_21364,High Energy Brown,temperature,1.16,pass
QC_500648,2025-04-01,BATCH_21788,Low GI Seed loaf,weight,0.84,fail
QC_500649,2025-02-26,BATCH_22134,Low GI Seed loaf,seal_strength,1.15,pass
